poem_text,poem_type
"Silent Night
Holy Night
Bombs in flight
Birds big fright
Men will fight
For their right
Putting might
First in sight
Jesus slight
Small in height
Has a bite
Like a knight
Angels not tight
Fly like a kite
Silent Night
Holy Night",carol
"walking in a cave
defter than before
a hard rocky breast
covererd in stoles
the wind passing through the walls
singing a song
so richlier
making you want to spin
in the dizzy cold air
that stole twirling everywhere
the amazing madrigal
repeating its name
an amazing madrigal
repeating the same",madrigal
"Recently discovered an official White House report on the events that took place on
December 15,2009 Titled (Yellow brick road))        posted by Wikileaks.
The report exposed that there had been an accidental releasing of an experiment virus at a Class 5 military research lab located in Oz Kansas.
The (Anti-M)  rouge virus upon inhalation temporally caused color blindness, and altered depth perception.  The White House declared a state of emergency for the entire State of Kansas ordering the closing of all public and private schools.
The National Guard had been activated, and President Barack Obama said 'It was for traffic control purposes.'
The following day Avatar premiered at theaters and received rave reviews all across the country, but not in Oz, where movie goers were walking out in droves, demanding refunds. One patron a member of the Lollypop Guild echoed the sentiments of the outraged crowd leaving the Toto Theater, he was quoted as saying. 'The greatest movie ever, when monkeys fly, it's the worst B movie I've ever seen.'
In light of the recently obtained Wikileaks information the producers of the movie, Avatar, have filed a class action law suit against the government in Federal Court
Pertaining to the large release of the color blind virus at Oz Kansas on Dec.15,09
Sighting that the movie maker's right to fool the public was infringed upon.
When asked about the movie, in a previously recorded interview, one of the producers gave this comment; 'We had the heart and courage to make it all along, even though it's really nothing more then a futuristic Cowboy, and Indian flick.  So, we spent a third world's yearly budget on special effects.  When you add that much glitz, and glam to a dog, and pony show people will be convinced it's a night at the opera.'
The United States Government settled out of court earlier today with the producers of the movie Avatar, for an undisclosed amount of money.  A highly informed source inside the bubble (AKA Glinda)      reported that the amount could be in excess of $500 million dollars.  Pending that there will be no further appeal(s)     following the Yellow brick road incident, the Brains behind Avatar will be clicking their heels happily ever after.
The Kansas City Cyclone
Article title: A Horse of a Different Color
Reported by D. Gale",narrative
"My voice hasn't reached you
I understand as we are too close.
Once we departed that echoes
If you feel alone and friendless.
*[ Written in a crowded bus while seated close to an attractive Nun.]",verse
"At last final illness appears is death
No any madicine to heal it,
Now, beings, you must meet the death;
When two things shall happen, that
One is body will die
Two is soul will fly.",syllabic-verse
"Poem Hunter's reel
Treasure of poetic words
I've come here to steal!
As a thief I walk towards!
Find depth learning it forwards
-02/04/18",renga
"Reaching far for
The topmost branch
A delicate hand labors
For the fruit of her want
The fruit yields to her fingers
Succumbing to her lips
A teasing look at me she threw
With each a succulent crisp",riddle
"Yesterday came and left again.
It'll be a memory in my brain.
But now it seems just like a dream.
That may bring sunshine's brightest gleam.
I think I can make it on the dot.
Yesterday came and left again.
I try to enjoy what I got.
If I don't get stuck in the past.
Swirling with it's ups and downs fast.
But of my past have to let go.
Yesterday came and left again.
That's the way goes and that's so!
I try to enjoy what I got.
Good to know that for some I've fought.
Always something to lose or gain
Yesterday came and left again.",quatern
"Show me, dear Christ, thy Spouse, so bright and clear.
What! is it She, which on the other shore
Goes richly painted? or which, robbed and tore,
Laments and mourns in Germany and here?
Sleeps she a thousand, then peeps up one year?
Is she self-truth and errs? now new, now outwore?
Doth she, and did she, and shall she evermore
On one, on seven, or on no hill appear?
Dwells she with us, or like adventuring knights
First travail we to seek and then make love?
Betray, kind husband, thy spouse to our sights,
And let mine amorous soul court thy mild dove,
Who is most true and pleasing to thee then
When she's embraced and open to most men.",sonnet
"The child does hop hop
In ecstasy for being top,
And so does bop bop
In rhythmic pop pop;
So hop for top
And bop in pop.
Copyright © Muzahidul Reza │ 28 December,2017",bop
"BEYOND YE BOND which terrifies
UNITE! UNTIE! PROD, DROP disguise,
DRAW joy WARD off REEF, FREE dark skies.
FOR TUNES trump FORTUNE’S flighty eyes.
READ, DEAR, SURE RUSE personifies
Each VERSE to SERVE sans compromise.
Each REVERSE REVERES replies.
ITEM EMIT for as TIME flies
No MITE, POOL LOOP, personnifies
The DEW WED, so NODE DONE advise
IT RIPS the SPIRIT – so scribe’s highs
May LOWS SLOW link, revise.
Easy WOLF FLOW satisfies.
Splice I AM AIM to WE IS - WISE.
HEART'S ARTS HE MASTERS STREAMS supplies
As SMILE which MILES DROPS, PRODS surprise.
PART STALE TALE's TRAP, - LO US! - SOUL ties
Each THREAD - no DEARTH - needs systemize
You EDIT TIDE DIET DEED despise
Objections COLD CLOD compromise.
URGES SURGE FROM FORMal guise,
REACT, TRACE NOW WON OWN enterprise.
He who GUIDES IS in DISGUISE
Each GENIC ZERO RECOGNIZE -
ALL mirrors ALL in different guise -
Response to dark INSURES SUNRISE!
The PAGE does GAPE? Just realize
Sometimes it OVERSIMPLIFIES
Verse low for LO IMPs IMPROVISE
IDEAS ASIDE on SITE link TIES -
Some POLEMICS, where one COMPLIES
In ONE COMPILES, NEO BUSY BUYS,
Or, FACE ITS SIN it SANCTIFIES
Naught - for I SIMPLE e'er IMPLIES
The rhyme IS SUPPLE and SUPPLIES
Here sharing and 'I SCREED' DECRIES.
Rubbish IT CHASES to CHASTISE
Or TEACH not CHEAT, through verse RITES TRIES
Uses INTACT, IN TACT rectifes,
Good SIRE, to RISE above weak cries.
Here knots HER 'MY' - in RHYME it flies -
Vocation EVIL, VILE, denies.
END prison DEN, let VERSE SERVE guys!
RESPOND PONDERS, Reaction dies.
Sight clear can LEAP, PEAL fast past lies...
Each THEME MET, HE, GAME MAGE, gains prize!
_____________________
Bud Free!
BEYOND YE BOND which terrifies
UNITE! UNTIE! shed all disguise,
DRAW joy WARD off, REEF FREE dark  skies.
Knit I AM AIM to WE IS - WISE.
ROSE, SORE, RETWINS, WINTERS defies.
IN ONE I NONE FILE LIFE. Arise!
STREAM MASTER – HEART ART HE supplies
The SMILE which MILES DROPS, PRODS surprise.
Your WOLF’S growl grows FLOWS fertilize.
PART is a TRAP, - LO US! - SOUL ties
In knots HER 'MY' - in RHYME it dies.
The PAGE does GAPE? Just realize
ALL mirrors ALL in different guise
FOR TUNES trump FORTUNE’S flighty eyes.
READ, DEAR, SURE RUSE personifies
Each VERSE to SERVE sans compromise.
Each REVERSE REVERES replies,
Vocation EVIL VILE denies, -
END Lion’s DEN, REEF FREE, cease sighs
RESPOND PONDERS, Reaction dies.
Sight clear can LEAP, PEAL off past lies....
Each THEME MET, HE, GAME MAGE, gains prize!",anagram
"In the fifty's there was the odd group beatniks
The sixty's flower people, non-conformists,
Against the tide, they don labels quite unique
Each decade spells their rebel's cause in a gist.
I find these fleeting trends a little tragic,
Like rambling fate anchored on a fading mist.
For hard Work and Persistence still take us there
Labels are not good when they can't deliver.
Cynthia Buhain-Baello~~~08.22.14",ottava-rima
"Dear Nan, I would not have thy counsel lost,
Though I last night had twice so much been crost;
Well is a Passion to the Market brought,
When such a treasure of advice is bought
With so much dross. And could'st thou me assure,
Each vice of mine should meet with such a cure,
I would sin oft, and on my guilty brow
Wear every misperfection that I ow,
Open and visible; I should not hide
But bring my faults abroad: to hear thee chide
In such a Note, and with a Quill so sage,
It Passion tunes, and calmes a Tempests rage.
Well I am charm'd, and promise to redress
What, without shrift, my follies doe confess
Against my self: wherefore let me intreat,
When I fly out in that distemper'd heat
Which frets me into fasts, thou wilt reprove
That froward spleen in Poetry and Love:
So though I lose my reason in such fits,
Thoul't rime me back again into my wits.",verse
"they have cut every tree …..
………… some straws of nests …..
………….… and torn feathers are lying
Copyright © Muzahidul Reza │17 February,2018",imagery
"(after C. M. van der Heever)
The orange-red moon rises as if it is sailing in the sky
where the last rays of the sun do disappear
and the long row of oak trees are etched in their outlines
as if the sun is still writing its last message
before the darkness totally absorbs the last light
while blue-white the evening star do already shine
and predators hunt to survive in the death and pain of others
while crocodiles and hippopotamuses come out with their clumsy bodies
and there is a fine balance between life and death
that hangs over the whole earth like a web
while birds of prey do glide in the darkness
and like this everything in a way is caught
even man who do strive as a higher being
to noble things and also to his own interest.
[Reference:""Lewe en dood"" (Life and death)by C. M. van der Heever.]
© Gert Strydom",free-verse
"It's another chilly day with unseasoned winter rain,
with frost damaging my flowers almost everywhere,
where everything in life seems to be totally in vain.
The government do measures against the virus explain
and this kind of thing no one did expect or for prepare,
It's another chilly day with unseasoned winter rain
and throughout the world there is sorrow and pain,
while of you and your love I am constantly aware,
where everything in life seems to be totally in vain,
while people do about police brutality complain
and I picture you combing through your fair hair.
It's another chilly day with unseasoned winter rain,
that a deadly thing comes from China is very plain.
I do to the depth of my heart and soul for you care,
where everything in life seems to be totally in vain
but I miss you and the missing does severally remain
and I picture you dressing with your usual lovely flair.
It's another chilly day with unseasoned winter rain,
where everything in life seems to be totally in vain.
[Poet's note: The seasons in the Southern Hemisphere of the earth are opposite to those in the Northern Hemisphere.]",villanelle
"The Archer dropped his bow,
falling stars began to cry
in lumen misted teardrops,
while time and space yawned-
at the sight of such folly,
as they stared at the Archer
'till his bows arrow snapped,
spearing space, and science-
by a hole, black as death,
unlike the one they worship,
yet the morning came again,
despite the Seer's presage;
none hold the Light of Life
to make Breath from Ashes,
but the One who told the
Archer- to lay his bow down,
and take wings to the night
on to another space in Time.
[FjR]
MMXIX",fourteener
"Candles cast a pleasant light. When they burn bright
They mesmerize in radiant display.
They guide us in the darkness of the night
And sparkle and enchant us in the day.
With pulsing heartbeats in golden flames
They warmly grace our thoughts and calm our souls.
Though winds of constant change may call their names
Their memories burn bright as life unfolds;
And everywhere we go we feel them still.
Their heat flames the kiln that fires the clay.
They gleam and glow on snow upon the hill
And shine on bees and flowers in early May.
Jewels of dew are lit by them in morning thrill.
They laugh and dance in oceans' moonlit plays.
Then wave in streamers of the northern lights
And smile and promise us, in rainbows' rays.
A brilliant vision, you gather to this day
Shafts of sunbeams, to guide and give away.
Until we meet again
Sweet Deborah Lee
Golden Bee of the glenn
Shine bright, and safe, and free....",ode
"There will be rose and rhododendron
When you are dead and under ground;
Still will be heard from white syringas
Heavy with bees, a sunny sound;
Still will the tamaracks be raining
After the rain has ceased, and still
Will there be robins in the stubble,
Brown sheep upon the warm green hill.
Spring will not ail nor autumn falter;
Nothing will know that you are gone,
Saving alone some sullen plough-land
None but yourself sets foot upon;
Saving the may-weed and the pig-weed
Nothing will know that you are dead,—
These, and perhaps a useless wagon
Standing beside some tumbled shed.
Oh, there will pass with your great passing
Little of beauty not your own,—
Only the light from common water,
Only the grace from simple stone!",elegy
"So there you are now
Do I still say to you wow?
That was before when you're younger and lovely
I say it to you for you're like flower so pretty
But now being you're old and spinster
To me still a flower - a cauliflower
Ency Bearis
2016 All rights reserved",epigram
"Higgledy-piggledy
Edward Goodrich Acheson
Gave to man the gift of
Carborundum
Seventy novelties
Were invented by him,
Each making way for things
That were to come.
Copyright © 2010 Leslie Alexis",double-dactyl
"Author Note: In Finland there is a Castle which is called the New Rock, moated about with a river of unfounded depth, the water black and the fish therein
very distateful to the palate. In this are spectres often seen, which
foreshew either the death of the Governor, or some prime officer
belonging to the place; and most commonly it appeareth in the shape of
an harper, sweetly singing and dallying and playing under the water.
It is reported of one Donica, that after she was dead, the Devil walked
in her body for the space of two years, so that none suspected but that
she was still alive; for she did both speak and eat, though very
sparingly; only she had a deep paleness on her countenance, which was
the only sign of death. At length a Magician coming by where she was
then in the company of many other virgins, as soon as he beheld her he
said, ""fair Maids, why keep you company with the dead Virgin whom you
suppose to be alive?"" when taking away the magic charm which was tied
under her arm, the body fell down lifeless and without motion.
The following Ballad is founded on these stories. They are to be found
in the notes to The Hierarchies of the blessed Angels; a Poem by Thomas
Heywood, printed in folio by Adam Islip, 1635.
.................
High on a rock, whose castled shade
Darken'd the lake below,
In ancient strength majestic stood
The towers of Arlinkow.
The fisher in the lake below
Durst never cast his net,
Nor ever swallow in its waves
Her passing wings would wet.
The cattle from its ominous banks
In wild alarm would run,
Tho' parched with thirst and faint beneath
The summer's scorching sun.
For sometimes when no passing breeze
The long lank sedges waved,
All white with foam and heaving high
Its deafening billows raved;
And when the tempest from its base
The rooted pine would shake,
The powerless storm unruffling swept
Across the calm dead lake.
And ever then when Death drew near
The house of Arlinkow,
Its dark unfathom'd depths did send
Strange music from below.
The Lord of Arlinkow was old,
One only child had he,
Donica was the Maiden's name
As fair as fair might be.
A bloom as bright as opening morn
Flush'd o'er her clear white cheek,
The music of her voice was mild,
Her full dark eyes were meek.
Far was her beauty known, for none
So fair could Finland boast,
Her parents loved the Maiden much,
Young EBERHARD loved her most.
Together did they hope to tread
The pleasant path of life,
For now the day drew near to make
Donica Eberhard's wife.
The eve was fair and mild the air,
Along the lake they stray;
The eastern hill reflected bright
The fading tints of day.
And brightly o'er the water stream'd
The liquid radiance wide;
Donica's little dog ran on
And gambol'd at her side.
Youth, Health, and Love bloom'd on her cheek,
Her full dark eyes express
In many a glance to Eberhard
Her soul's meek tenderness.
Nor sound was heard, nor passing gale
Sigh'd thro' the long lank sedge,
The air was hushed, no little wave
Dimpled the water's edge.
Sudden the unfathom'd lake sent forth
Strange music from beneath,
And slowly o'er the waters sail'd
The solemn sounds of Death.
As the deep sounds of Death arose,
Donica's cheek grew pale,
And in the arms of Eberhard
The senseless Maiden fell.
Loudly the youth in terror shriek'd,
And loud he call'd for aid,
And with a wild and eager look
Gaz'd on the death-pale Maid.
But soon again did better thoughts
In Eberhard arise,
And he with trembling hope beheld
The Maiden raise her eyes.
And on his arm reclin'd she moved
With feeble pace and slow,
And soon with strength recover'd reach'd
Yet never to Donica's cheek
Return'd the lively hue,
Her cheeks were deathy, white, and wan,
Her lips a livid blue.
Her eyes so bright and black of yore
Were now more black and bright,
And beam'd strange lustre in her face
So deadly wan and white.
The dog that gambol'd by her side,
And lov'd with her to stray,
Now at his alter'd mistress howl'd
And fled in fear away.
Yet did the faithful Eberhard
Not love the Maid the less;
He gaz'd with sorrow, but he gaz'd
With deeper tenderness.
And when he found her health unharm'd
He would not brook delay,
But press'd the not unwilling Maid
To fix the bridal day.
And when at length it came, with joy
They hail'd the bridal day,
And onward to the house of God
They went their willing way.
And as they at the altar stood
And heard the sacred rite,
The hallowed tapers dimly stream'd
A pale sulphureous light.
And as the Youth with holy warmth
Her hand in his did hold,
Sudden he felt Donica's hand
Grow deadly damp and cold.
And loudly did he shriek, for lo!
A Spirit met his view,
And Eberhard in the angel form
His own Donica knew.
That instant from her earthly frame
Howling the Daemon fled,
And at the side of Eberhard
The livid form fell dead.",ballad
"A couplet is a very little thing,
Yet give it the right words and it takes wing.",heroic-couplet
"The Envious Is A Dactyl Word
21 November, 2018
The envious
For ever chaos,
Their enemies are the well
As them inspires the devil.",dactyl
"Poetry is a group of words with soul,
Woven in rhyme or free verse, there to say
Some feeling,  sense or meaning as a whole
Not random words laid out in disarray.
It is like painting using words that may
Create images in a reader's mind.
A glimpse of the writer's mark so defined
As it is read there flow thoughts and feelings
Parts of him as an artist there we find
His poem is an artwork of his writing.
Cynthia Buhain-Baello~~~02.24.16
Dizain Poem - 10 lines,10 syllables per line
rhyme format ab/ab/bc/cd/cd",dizain
"There on the shelf lies the leather bound hymn book,
Once taken to chapel on each Sunday morn,
For so many years it had served a great purpose
But now it lies faded, so battered and worn.
The pages been turned many times many searches,
For dog-eared and creased by those kind Christian hands,
Whose voices sang out in the praise of our Saviour,
And rang through the hills of these once sacred lands.
Yet now almost silent as churches lie empty,
Demolished, converted or left boarded up,
And hiding the stained-glass that once let in sunlight,
Who now to taste the sweet wine from the cup?
When this hymn book was new I know things were so different,
I wish we'd return to those times long before,
As cast now aside on that dusty old bookcase,
Once valued and cherished but not anymore.
I look at the words written down through the ages,
They still carry meaning from which we should learn,
And each seems to stir a deep passion within me,
I long for the day that my Lord shall return.",hymn
"The Last Heroic Couplet(In Iambic Pentameter) In 2018
23 December, 2018
That you're in this age of science so fool
Anyway can not understand real,
Your being in such the dangerous wrong
Are chiefly the causes of our much pang,
Please (it is request) , you walk the right way
More we have nothing to request and say.",iambic-pentameter
"People
Are
So
Busy,
They
Slam
The
Phone
Down,
If they
Cannot
Hear a
Hullo
In two
Minutes
They are
Not aware
That those
Who haven't
Spoken
For years
Cannot
Say a
Hullo
In two
Minutes",slam
"THE pleasant isle of Rügen looks the Baltic water o'er,
To the silver-sanded beaches of the Pomeranian shore;
And in the town of Rambin a little boy and maid
Plucked the meadow-flowers together and in the sea-surf played.
Alike were they in beauty if not in their degree:
He was the Amptman's first-born, the miller's child was she.
Now of old the isle of Rügen was full of Dwarfs and Trolls,
The brown-faced little Earth-men, the people without souls;
And for every man and woman in Rügen's island found
Walking in air and sunshine, a Troll was underground.
It chanced the little maiden, one morning, strolled away
Among the haunted Nine Hills, where the elves and goblins play.
That day, in barley fields below, the harvesters had known
Of evil voices in the air, and heard the small horns blown.
She came not back; the search for her in field and wood was vain:
They cried her east, they cried her west, but she came not again.
""She's down among the Brown Dwarfs,"" said the dream-wives wise and old,
And prayers were made, and masses said, and Rambin's church bell tolled.
Five years her father mourned her; and then John Deitrich said:
""I will find my little playmate, be she alive or dead.""
He watched among the Nine Hills, he heard the Brown Dwarfs sing,
And saw them dance by moonlight merrily in a ring.
And when their gay-robed leader tossed up his cap of red,
Young Deitrich caught it as it fell, and thrust it on his head.
The Troll came crouching at his feet and wept for lack of it.
""Oh, give me back my magic cap, for your great head unfit!""
""Nay,"" Deitrich said; ""the Dwarf who throws his charmëd cap away,
Must serve its finder at his will, and for his folly pay.
""You stole my pretty Lisbeth, and hid her in the earth;
And you shall ope the door of glass and let me lead her forth.""
""She will not come; she's one of us; she's mine!"" the Brown Dwarf said;
""The day is set, the cake is baked, to-morrow we shall wed.""
""The fell fiend fetch thee!"" Deitrich cried, ""and keep thy foul tongue still.
Quick! open, to thy evil world, the glass door of the hill!""
The Dwarf obeyed; and youth and Troll down the long stairway passed,
And saw in dim and sunless light a country strange and vast.
Weird, rich, and wonderful, he saw the elfin under-land, --
Its palaces of precious stones, its streets of golden sand.
He came unto a banquet-hall with tables richly spread,
Where a young maiden served to him the red wine and the bread.
How fair she seemed among the Trolls so ugly and so wild!
Yet pale and very sorrowful, like one who never smiled!
Her low, sweet voice, her gold-brown hair, her tender blue eyes seemed
Like something he had seen elsewhere or something he had dreamed.
He looked; he clasped her in his arms; he knew the long-lost one;
""O Lisbeth! See thy playmate -- I am the Amptman's son!""
She leaned her fair head on his breast, and through her sobs she spoke:
""Oh, take me from this evil place, and from the elfin folk!
""And let me tread the grass-green fields and smell the flowers again,
And feel the soft wind on my cheek and hear the dropping rain!
""And oh, to hear the singing bird, the rustling of the tree,
The lowing cows, the bleat of sheep, the voices of the sea;
""And oh, upon my father's knee to set beside the door,
And hear the bell of vespers ring in Rambin church once more!""
He kissed her cheek, he kissed her lips; the Brown Dwarf groaned to see,
And tore his tangled hair and ground his long teeth angrily.
But Deitrich said: ""For five long years this tender Christian maid
Has served you in your evil world, and well must she be paid!
""Haste! -- hither bring me precious gems, the richest in your store;
Then when we pass the gate of glass, you'll take your cap once more.""
No choice was left the baffled Troll, and, murmuring, he obeyed,
And filled the pockets of the youth and apron of the maid.
They left the dreadful under-land and passed the gate of glass;
They felt the sunshine's warm caress, they trod the soft, green grass.
And when, beneath, they saw the Dwarf stretch up to them his brown
And crooked claw-like fingers, they tossed his red cap down.
Oh, never shone so bright a sun, was never sky so blue,
As hand in hand they homeward walked the pleasant meadows through!
And never sang the birds so sweet in Rambin's woods before,
And never washed the waves so soft along the Baltic shore;
And when beneath his door-yard trees the father met his child,
The bells rung out their merriest peal, the folks with joy ran wild.
And soon from Rambin's holy church the twain came forth as one,
The Amptman kissed a daughter, the miller blest a son.
John Deitrich's fame went far and wide, and nurse and maid crooned o'er
Their cradle song: ""Sleep on, sleep well, the Trolls shall come no more!""
for in the haunted Nine Hills he set a cross of stone;
And Elf and Brown Dwarf sought in vain a door where door was none.
The tower he built in Rambin, fair Rügen's pride and boast,
Looked o'er the Baltic water to the Pomeranian coast;
And, for his worth ennobled, and rich beyond compare,
Count Deitrich and his lovely bride dwelt long and happy there.",narrative
"I saw young men keeping courage in the grim night
burning, aflame before the end of day
bravely carrying on before the dying of light
raging in war busy with a almost endless fight
with no chance to ever again dance and play.
I saw young men keeping courage in the grim night
trying their utmost to do what’s right
challenging a outnumbering foe they
bravely carrying on before the dying of light
looking at enemy warplanes in their flight,
seeing bombs dropping down on their way.
I saw young men keeping courage in the grim night
seeing with blinded eyes far past sight
another world, a glassy sea and its bay
bravely carrying on before the dying of light
looking at a heaven endlessly bright,
cursed but before finality, on their knees to pray
and I saw young men keeping courage in the grim night
bravely carrying on before the dying of light.",villanelle
"Love needs Rose flowers
With petals open and red in color
That fascinates young people
So I write more about it  and choose the purple
Yes readers go after
Light poems and sometimes differ
But I take their each word
With smiles as grace from lord
How do I know about their feelings?
They want instant feeding
""I love you and you love me ""
Totally like innocent birds flying free
Yes, yes, we need to feel that stage
The writer should not feel an age
He must behave like child
Rush to mother for acting blind
Make them wild with imagery style
That can only work in present time
They want world to know
And advise them nicely to go",imagery
"The one who should have lived has gone so fast.
The old ones, in their dotage, linger on –
they, with no future, live only in the past.
And we who can but sit, dumb and aghast,
scarcely believe that while the sun still shone
the one who should have lived has gone so fast.
Six decades older, surviving to their last
few days or years, together but alone,
they, with no future, live only in the past.
At least she kept on living to the last,
but should have had a future. She has none.
The one who should have lived has gone so fast,
and they, for whom so many years have passed,
are unaware that one they loved is gone.
They, with no future, live only in the past,
mark time until the final trumpet blast,
and never know the respite they have won.
The one who should have lived has gone so fast.
They, with no future, live only in the past.",villanelle
"Have faith in the truth
In the world is found
Even in every point
You may try to find.
Copyright © Muzahidul Reza |20 November,2017",quatrain
"Autumn’s colours of russet red and golden brown
Lying on country paths they carpet the floor
Greet people coming out from the town
Autumn’s colours of russet red and golden brown
The beauty of nature wearing a diamond crown
A final burst of glory for all to adore
Autumn’s colours of russet red and golden brown
Lying on country paths they carpet the floor",triolet
"Last night I dreamed hard;
A man shaped wind walked past me
Changed his mind, returned
Feel his mind wonder
Haven't I seen you before?
I sleep-laugh-out-loud..!
The noise wakes me up
Night clock reads three thirty three
I fall back to sleep
Head first tumble up
A leaf wafted from my tree
Caught on a stray breeze
Fellow dreamers cast
Unsettled slumbering sighs
Nocturnal vision
I was being watched
Plucked from our common dream-scape
Alone yet followed
something spooked the  cats
Haikudo forgets purring
Meta leaps from bed
Her collar tinkles
aweigh down moonlit staircase
quiet dreams return
Childhood home kitchen
everything in proper place
daily chores finished
-+-+-
Afternoon cartoons
Back following messages
Cereal box dance
Delicious breakfast
Energy for playground games
Faster than the rest
Grownups in the house
Haunt responsibilities
I watch dream T V
Jet powered action
Kids save their town from monsters
Lunatics and thugs
Mountains streak below
New character friend or foe
Only time will tell
Preview of  next show
Queen of dream sends champion
Racing with Jet Kids
Saving the future
Tune in tom arrow and see
Ultimate showdown
Victory assured
Waving heroes, credits roll
X factor revealed
Youthful television dream
Zooms away, I'm still asleep
- +
Almost awake view
Banished from reality
Creature made of mind
Dream-scape citizen
Everado Man-Shaped-Wind
Face another day
Grasp February
Handle your business in the
Indigo yonder",abecedarian
"Stephen Wright he was born by caesarian
In itself it's no problem to him
But departing his home is a-varyin'
Oft a window is used... as a whim",doggerel
"And now I have another lad!
No longer need you tell
How all my nights are slow and sad
For loving you too well.
His ways are not your wicked ways,
He's not the like of you.
He treads his path of reckoned days,
A sober man, and true.
They'll never see him in the town,
Another on his knee.
He'd cut his laden orchards down,
If that would pleasure me.
He'd give his blood to paint my lips
If I should wish them red.
He prays to touch my finger-tips
Or stroke my prideful head.
He never weaves a glinting lie,
Or brags the hearts he'll keep.
I have forgotten how to sigh-
Remembered how to sleep.
He's none to kiss away my mind-
A slower way is his.
Oh, Lord! On reading this, I find
A silly lot he is.",verse
"(doggerel) This Needs To Be Said To My Son
""Now listen, my son, to your father's advice.
There'll be time a-plenty for old shoes and rice
I'd ne'er e'er kissed a girl when I was your age
It just wasn't done and a dire outrage
And will you be able to say the same, lad? ""
""Well, not with a straight face, like you did, Dad",doggerel
"It is this really for me
I know a lot of thing from ABC
Parent keep tell me to go school
Why should I when know my ABC's
I already have Job
From day to night
Parent keep tell me I could have had it better
If I went to school
I really don't know is school for me
When I already know from ABC's",abc
"LA COUR.
When these Old Plays were new, the King,
Beside the Cardinal's chair,
Applauded, 'mid the courtly ring,
The verses of Moliere;
Point-lace was then the only wear,
Old Corneille came to woo,
And bright Du Parc was young and fair,
When these Old Plays were new!
LA COMEDIE.
How shrill the butcher's cat-calls ring,
How loud the lackeys swear!
Black pipe-bowls on the stage they fling,
At Brecourt, fuming there!
The Porter's stabbed! a Mousquetaire
Breaks in with noisy crew -
'Twas all a commonplace affair
When these Old Plays were new!
LA VILLE.
When these Old Plays were new! They bring
A host of phantoms rare:
Old jests that float, old jibes that sting,
Old faces peaked with care:
Menage's smirk, de Vise's stare,
The thefts of Jean Ribou,--
Ah, publishers were hard to bear
When these Old Plays were new.
ENVOY.
Ghosts, at your Poet's word ye dare
To break Death's dungeons through,
And frisk, as in that golden air,
When these Old Plays were new!",ballade
